location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Portugal,2021-04-02,80+,85.62,44.45
Portugal,2021-04-09,18-24,3.04,1.54
Portugal,2021-04-09,25-49,7.95,4.27
Portugal,2021-04-09,50-59,11.9,4.22
Portugal,2021-04-09,60-69,15.09,3.24
Portugal,2021-04-09,70-79,35.27,4.04
Portugal,2021-04-09,80+,90.11,51.25
Portugal,2021-04-16,18-24,3.6,1.56
Portugal,2021-04-16,25-49,10.61,4.3
Portugal,2021-04-16,50-59,16.1,4.25
Portugal,2021-04-16,60-69,20.78,3.32
Portugal,2021-04-16,70-79,54.17,4.34
Portugal,2021-04-16,80+,91.66,58.58
Portugal,2021-04-23,18-24,3.77,1.57
Portugal,2021-04-23,25-49,10.95,4.33
Portugal,2021-04-23,50-59,16.55,4.33
Portugal,2021-04-23,60-69,25.12,3.5
Portugal,2021-04-23,70-79,67.15,5.52
Portugal,2021-04-23,80+,92.91,76.83
Portugal,2021-04-30,18-24,4.12,1.6
Portugal,2021-04-30,25-49,11.29,4.36
Portugal,2021-04-30,50-59,17.22,4.45
Portugal,2021-04-30,60-69,37.62,4.31
Portugal,2021-04-30,70-79,82.96,9.3
Portugal,2021-04-30,80+,93.82,82.73
Portugal,2021-05-07,18-24,4.36,1.71
Portugal,2021-05-07,25-49,11.61,4.61
Portugal,2021-05-07,50-59,18.24,4.89
Portugal,2021-05-07,60-69,59.09,7.18
Portugal,2021-05-07,70-79,90.31,23.14
Portugal,2021-05-07,80+,94.6,87.44
Portugal,2021-05-14,18-24,4.66,2.41
Portugal,2021-05-14,25-49,12.37,7.6
Portugal,2021-05-14,50-59,21.26,9.74
Portugal,2021-05-14,60-69,74.21,11.78
Portugal,2021-05-14,70-79,93.84,29.1
Portugal,2021-05-14,80+,95.19,88.92
Portugal,2021-05-21,18-24,4.93,2.73
Portugal,2021-05-21,25-49,13.36,8.27
Portugal,2021-05-21,50-59,31.03,12.7
Portugal,2021-05-21,60-69,83.73,16.94
Portugal,2021-05-21,70-79,95.95,36.92
Portugal,2021-05-21,80+,95.95,90.16
Portugal,2021-05-28,18-24,5.23,3.15
Portugal,2021-05-28,25-49,14.16,8.82
Portugal,2021-05-28,50-59,43.15,16.94
Portugal,2021-05-28,60-69,87.84,27.46
Portugal,2021-05-28,70-79,97.41,47.31
Portugal,2021-05-28,80+,96.68,91.11
Portugal,2021-06-04,18-24,5.54,3.5
Portugal,2021-06-04,25-49,15.45,9.54
Portugal,2021-06-04,50-59,55.46,21.48
Portugal,2021-06-04,60-69,91.15,42.13
Portugal,2021-06-04,70-79,98.67,52.26
Portugal,2021-06-04,80+,97.22,92.02
Portugal,2021-06-11,18-24,5.92,3.88
Portugal,2021-06-11,25-49,19.35,10.5
Portugal,2021-06-11,50-59,69.93,25.82
Portugal,2021-06-11,60-69,93.25,50.95
Portugal,2021-06-11,70-79,99.66,55.56
Portugal,2021-06-11,80+,97.69,92.74
Portugal,2021-06-18,18-24,6.35,4.49
Portugal,2021-06-18,25-49,27.03,13.06
Portugal,2021-06-18,50-59,76.12,36.97
Portugal,2021-06-18,60-69,94.53,57.63
Portugal,2021-06-18,70-79,100.34,59.83
Portugal,2021-06-18,80+,98.12,93.45
Portugal,2021-06-25,18-24,6.8,4.88
Portugal,2021-06-25,25-49,35.93,14.75
Portugal,2021-06-25,50-59,82.33,47.24
Portugal,2021-06-25,60-69,95.77,62.16
Portugal,2021-06-25,70-79,101.01,66.98
Portugal,2021-06-25,80+,98.69,94.16
Portugal,2021-07-02,18-24,7.14,5.28
Portugal,2021-07-02,25-49,45.83,16.6
Portugal,2021-07-02,50-59,86.26,57.07
Portugal,2021-07-02,60-69,96.75,68.84
Portugal,2021-07-02,70-79,101.6,80.13
Portugal,2021-07-02,80+,99.24,94.96
Portugal,2021-07-09,18-24,8.88,5.94
Portugal,2021-07-09,25-49,57.65,21.0
Portugal,2021-07-09,50-59,89.07,69.51
Portugal,2021-07-09,60-69,97.58,80.77
Portugal,2021-07-09,70-79,102.12,92.64
Portugal,2021-07-09,80+,99.68,95.74
Portugal,2021-07-16,18-24,11.51,6.96
Portugal,2021-07-16,25-49,66.7,30.44
Portugal,2021-07-16,50-59,90.51,75.53
Portugal,2021-07-16,60-69,98.25,86.44
Portugal,2021-07-16,70-79,102.55,95.67
Portugal,2021-07-16,80+,100.07,96.27
Portugal,2021-07-23,18-24,16.26,9.49
Portugal,2021-07-23,25-49,72.59,40.69
Portugal,2021-07-23,50-59,92.08,81.44
Portugal,2021-07-23,60-69,99.08,90.04
Portugal,2021-07-23,70-79,103.1,98.03
Portugal,2021-07-23,80+,100.48,96.73
Portugal,2021-07-30,18-24,21.48,12.41
Portugal,2021-07-30,25-49,76.31,51.23
Portugal,2021-07-30,50-59,93.43,85.66
Portugal,2021-07-30,60-69,99.95,93.27
Portugal,2021-07-30,70-79,103.72,99.6
Portugal,2021-07-30,80+,100.94,97.16
Portugal,2021-08-06,18-24,34.63,19.7
Portugal,2021-08-06,25-49,79.43,62.65
Portugal,2021-08-06,50-59,94.61,88.61
Portugal,2021-08-06,60-69,100.7,94.51
Portugal,2021-08-06,70-79,104.26,100.2
Portugal,2021-08-06,80+,101.38,97.47
Portugal,2021-08-13,18-24,55.0,30.35
Portugal,2021-08-13,25-49,83.3,69.72
Portugal,2021-08-13,50-59,95.6,89.91
Portugal,2021-08-13,60-69,101.2,95.12
Portugal,2021-08-13,70-79,104.61,100.55
Portugal,2021-08-13,80+,101.67,97.72
Portugal,2021-08-20,18-24,74.4,39.95
Portugal,2021-08-20,25-49,86.93,74.06
Portugal,2021-08-20,50-59,96.41,90.65
Portugal,2021-08-20,60-69,101.59,95.39
Portugal,2021-08-20,70-79,104.9,100.72
Portugal,2021-08-20,80+,101.92,97.89
Portugal,2021-08-27,18-24,83.51,45.6
Portugal,2021-08-27,25-49,90.16,76.43
Portugal,2021-08-27,50-59,97.28,91.1
Portugal,2021-08-27,60-69,102.03,95.59
Portugal,2021-08-27,70-79,105.23,100.86
Portugal,2021-08-27,80+,102.2,98.03
Portugal,2021-09-03,18-24,86.9,58.56
Portugal,2021-09-03,25-49,91.76,78.83
Portugal,2021-09-03,50-59,98.12,91.42
Portugal,2021-09-03,60-69,102.49,95.77
Portugal,2021-09-03,70-79,105.6,101.0
Portugal,2021-09-03,80+,102.5,98.16
Portugal,2021-09-10,18-24,88.69,68.68
Portugal,2021-09-10,25-49,92.56,80.72
Portugal,2021-09-10,50-59,98.44,91.63
Portugal,2021-09-10,60-69,102.69,95.88
Portugal,2021-09-10,70-79,105.74,101.08
Portugal,2021-09-10,80+,102.62,98.24
Portugal,2021-09-17,18-24,89.94,75.46
Portugal,2021-09-17,25-49,93.17,82.71
Portugal,2021-09-17,50-59,98.65,92.0
Portugal,2021-09-17,60-69,102.82,96.14
Portugal,2021-09-17,70-79,105.85,101.27
Portugal,2021-09-17,80+,102.71,98.38
Portugal,2021-09-24,18-24,90.91,77.87
Portugal,2021-09-24,25-49,93.7,83.67
Portugal,2021-09-24,50-59,98.83,92.31
Portugal,2021-09-24,60-69,102.94,96.4
Portugal,2021-09-24,70-79,105.94,101.47
Portugal,2021-09-24,80+,102.8,98.54
Portugal,2021-10-01,18-24,91.59,79.34
Portugal,2021-10-01,25-49,94.05,84.3
Portugal,2021-10-01,50-59,98.95,92.55
Portugal,2021-10-01,60-69,103.01,96.6
Portugal,2021-10-01,70-79,106.0,101.63
Portugal,2021-10-01,80+,102.86,98.65
Portugal,2021-10-08,18-24,92.03,80.55
Portugal,2021-10-08,25-49,94.27,84.81
Portugal,2021-10-08,50-59,99.01,92.71
Portugal,2021-10-08,60-69,103.05,96.77
Portugal,2021-10-08,70-79,106.03,101.76
Portugal,2021-10-08,80+,102.89,98.74
Portugal,2021-10-15,18-24,92.57,81.55
Portugal,2021-10-15,25-49,94.53,85.3
Portugal,2021-10-15,50-59,99.08,92.87
Portugal,2021-10-15,60-69,103.1,96.92
Portugal,2021-10-15,70-79,106.07,101.89
Portugal,2021-10-15,80+,102.92,98.85
Portugal,2021-10-22,18-24,92.78,82.03
Portugal,2021-10-22,25-49,94.64,85.54
Portugal,2021-10-22,50-59,99.11,92.95
Portugal,2021-10-22,60-69,103.12,97.02
Portugal,2021-10-22,70-79,106.08,101.96
Portugal,2021-10-22,80+,102.94,98.91
Romania,2021-05-28,18-24,19.44,13.84
Romania,2021-05-28,25-49,24.52,20.24
Romania,2021-05-28,50-59,31.55,26.68
Romania,2021-05-28,60-69,34.43,30.46
Romania,2021-05-28,70-79,33.25,29.99
Romania,2021-05-28,80+,17.79,15.9
Romania,2021-06-04,18-24,20.47,16.51
Romania,2021-06-04,25-49,25.38,22.44
Romania,2021-06-04,50-59,32.48,29.18
Romania,2021-06-04,60-69,35.18,32.41
Romania,2021-06-04,70-79,33.86,31.47
Romania,2021-06-04,80+,18.12,16.67
Romania,2021-06-11,18-24,21.25,18.27
Romania,2021-06-11,25-49,26.11,23.92
Romania,2021-06-11,50-59,33.27,30.9
Romania,2021-06-11,60-69,35.82,33.8
Romania,2021-06-11,70-79,34.42,32.62
Romania,2021-06-11,80+,18.43,17.29
Romania,2021-06-18,18-24,21.8,19.49
Romania,2021-06-18,25-49,26.61,24.94
Romania,2021-06-18,50-59,33.79,32.05
Romania,2021-06-18,60-69,36.25,34.77
Romania,2021-06-18,70-79,34.79,33.43
Romania,2021-06-18,80+,18.66,17.74
Romania,2021-06-25,18-24,22.25,20.47
Romania,2021-06-25,25-49,27.03,25.72
Romania,2021-06-25,50-59,34.23,32.91
Romania,2021-06-25,60-69,36.61,35.49
Romania,2021-06-25,70-79,35.11,34.01
Romania,2021-06-25,80+,18.84,18.07
Romania,2021-07-02,18-24,22.7,21.2
Romania,2021-07-02,25-49,27.44,26.33
Romania,2021-07-02,50-59,34.64,33.53
Romania,2021-07-02,60-69,36.94,35.99
Romania,2021-07-02,70-79,35.38,34.44
Romania,2021-07-02,80+,19.02,18.31
Romania,2021-07-09,18-24,23.17,21.77
Romania,2021-07-09,25-49,27.86,26.82
Romania,2021-07-09,50-59,35.05,34.01
Romania,2021-07-09,60-69,37.25,36.37
Romania,2021-07-09,70-79,35.63,34.75
Romania,2021-07-09,80+,19.17,18.5
Romania,2021-07-16,18-24,23.61,22.26
Romania,2021-07-16,25-49,28.26,27.27
Romania,2021-07-16,50-59,35.42,34.44
Romania,2021-07-16,60-69,37.52,36.69
Romania,2021-07-16,70-79,35.85,35.02
Romania,2021-07-16,80+,19.3,18.66
Romania,2021-07-23,18-24,24.08,22.78
Romania,2021-07-23,25-49,28.74,27.78
Romania,2021-07-23,50-59,35.84,34.89
Romania,2021-07-23,60-69,37.81,37.01
Romania,2021-07-23,70-79,36.09,35.28
Romania,2021-07-23,80+,19.43,18.82
Romania,2021-07-30,18-24,24.55,23.31
Romania,2021-07-30,25-49,29.22,28.3
Romania,2021-07-30,50-59,36.26,35.34
Romania,2021-07-30,60-69,38.08,37.31
Romania,2021-07-30,70-79,36.29,35.51
Romania,2021-07-30,80+,19.55,18.95
Romania,2021-08-06,18-24,25.04,23.81
Romania,2021-08-06,25-49,29.72,28.81
Romania,2021-08-06,50-59,36.69,35.77
Romania,2021-08-06,60-69,38.33,37.58
Romania,2021-08-06,70-79,36.47,35.72
Romania,2021-08-06,80+,19.67,19.08
Romania,2021-08-13,18-24,25.47,24.3
Romania,2021-08-13,25-49,30.17,29.31
Romania,2021-08-13,50-59,37.06,36.2
Romania,2021-08-13,60-69,38.53,37.84
Romania,2021-08-13,70-79,36.62,35.92
Romania,2021-08-13,80+,19.76,19.2
Romania,2021-08-20,18-24,25.91,24.8
Romania,2021-08-20,25-49,30.61,29.82
Romania,2021-08-20,50-59,37.4,36.61
Romania,2021-08-20,60-69,38.72,38.09
Romania,2021-08-20,70-79,36.76,36.1
Romania,2021-08-20,80+,19.84,19.31
Romania,2021-08-27,18-24,26.37,25.3
Romania,2021-08-27,25-49,31.03,30.3
Romania,2021-08-27,50-59,37.73,37.01
Romania,2021-08-27,60-69,38.91,38.31
Romania,2021-08-27,70-79,36.9,36.27
Romania,2021-08-27,80+,19.93,19.41
Romania,2021-09-03,18-24,26.8,25.73
Romania,2021-09-03,25-49,31.38,30.67
Romania,2021-09-03,50-59,38.01,37.32
Romania,2021-09-03,60-69,39.08,38.49
Romania,2021-09-03,70-79,37.02,36.4
Romania,2021-09-03,80+,20.01,19.5
Romania,2021-09-10,18-24,27.21,26.12
Romania,2021-09-10,25-49,31.67,30.97
Romania,2021-09-10,50-59,38.25,37.57
Romania,2021-09-10,60-69,39.23,38.66
Romania,2021-09-10,70-79,37.13,36.52
Romania,2021-09-10,80+,20.08,19.58
Romania,2021-09-17,18-24,27.77,26.63
Romania,2021-09-17,25-49,32.06,31.32
Romania,2021-09-17,50-59,38.58,37.87
Romania,2021-09-17,60-69,39.42,38.84
Romania,2021-09-17,70-79,37.27,36.65
Romania,2021-09-17,80+,20.17,19.67
Romania,2021-09-24,18-24,28.87,27.47
Romania,2021-09-24,25-49,32.74,31.86
Romania,2021-09-24,50-59,39.12,38.3
Romania,2021-09-24,60-69,39.73,39.07
Romania,2021-09-24,70-79,37.47,36.81
Romania,2021-09-24,80+,20.29,19.76
Romania,2021-10-01,18-24,30.32,28.51
Romania,2021-10-01,25-49,33.73,32.58
Romania,2021-10-01,50-59,39.94,38.9
Romania,2021-10-01,60-69,40.25,39.39
Romania,2021-10-01,70-79,37.84,37.02
Romania,2021-10-01,80+,20.49,19.87
Romania,2021-10-08,18-24,31.82,29.62
Romania,2021-10-08,25-49,34.91,33.43
Romania,2021-10-08,50-59,41.02,39.62
Romania,2021-10-08,60-69,41.01,39.82
Romania,2021-10-08,70-79,38.39,37.31
Romania,2021-10-08,80+,20.8,20.01
Romania,2021-10-15,18-24,33.39,30.91
Romania,2021-10-15,25-49,36.31,34.44
Romania,2021-10-15,50-59,42.44,40.55
Romania,2021-10-15,60-69,42.07,40.39
Romania,2021-10-15,70-79,39.23,37.7
Romania,2021-10-15,80+,21.24,20.21
Slovakia,2021-01-08,18-24,0.28,0.0
Slovakia,2021-01-08,25-49,0.73,0.0
Slovakia,2021-01-08,50-59,1.04,0.0
Slovakia,2021-01-08,60-69,0.7,0.0
Slovakia,2021-01-08,70-79,0.3,0.0
Slovakia,2021-01-08,80+,0.11,0.0
Slovakia,2021-01-15,18-24,0.67,0.0
Slovakia,2021-01-15,25-49,1.55,0.0
Slovakia,2021-01-15,50-59,2.19,0.0
Slovakia,2021-01-15,60-69,1.47,0.0
Slovakia,2021-01-15,70-79,0.6,0.0
Slovakia,2021-01-15,80+,0.23,0.0
Slovakia,2021-01-22,18-24,1.23,0.01
Slovakia,2021-01-22,25-49,2.36,0.07
Slovakia,2021-01-22,50-59,3.34,0.09
Slovakia,2021-01-22,60-69,2.2,0.06
Slovakia,2021-01-22,70-79,1.02,0.02
Slovakia,2021-01-22,80+,0.83,0.01
Slovakia,2021-01-29,18-24,1.66,0.07
Slovakia,2021-01-29,25-49,2.78,0.24
Slovakia,2021-01-29,50-59,3.89,0.34
Slovakia,2021-01-29,60-69,2.73,0.23
Slovakia,2021-01-29,70-79,2.86,0.1
Slovakia,2021-01-29,80+,8.88,0.04
Slovakia,2021-02-05,18-24,1.88,0.29
Slovakia,2021-02-05,25-49,2.98,0.8
Slovakia,2021-02-05,50-59,4.18,1.12
Slovakia,2021-02-05,60-69,3.13,0.76
Slovakia,2021-02-05,70-79,7.69,0.32
Slovakia,2021-02-05,80+,18.06,0.13
Slovakia,2021-02-12,18-24,2.25,0.68
Slovakia,2021-02-12,25-49,3.69,1.55
Slovakia,2021-02-12,50-59,5.01,2.2
Slovakia,2021-02-12,60-69,3.65,1.47
Slovakia,2021-02-12,70-79,11.08,0.62
Slovakia,2021-02-12,80+,24.34,0.28
Slovakia,2021-02-19,18-24,2.48,1.21
Slovakia,2021-02-19,25-49,4.43,2.31
Slovakia,2021-02-19,50-59,6.08,3.25
Slovakia,2021-02-19,60-69,4.51,2.16
Slovakia,2021-02-19,70-79,12.54,1.04
Slovakia,2021-02-19,80+,26.65,0.86
Slovakia,2021-02-26,18-24,2.8,1.64
Slovakia,2021-02-26,25-49,5.39,2.75
Slovakia,2021-02-26,50-59,7.03,3.83
Slovakia,2021-02-26,60-69,4.87,2.69
Slovakia,2021-02-26,70-79,13.64,2.64
Slovakia,2021-02-26,80+,28.62,8.21
Slovakia,2021-03-05,18-24,3.29,1.87
Slovakia,2021-03-05,25-49,6.73,2.96
Slovakia,2021-03-05,50-59,8.7,4.13
Slovakia,2021-03-05,60-69,5.78,3.08
Slovakia,2021-03-05,70-79,14.1,7.49
Slovakia,2021-03-05,80+,29.37,17.44
Slovakia,2021-03-12,18-24,3.43,2.17
Slovakia,2021-03-12,25-49,7.06,3.22
Slovakia,2021-03-12,50-59,9.23,4.51
Slovakia,2021-03-12,60-69,11.13,3.6
Slovakia,2021-03-12,70-79,18.56,10.87
Slovakia,2021-03-12,80+,30.69,23.65
Slovakia,2021-03-19,18-24,3.75,2.34
Slovakia,2021-03-19,25-49,7.56,3.42
Slovakia,2021-03-19,50-59,10.36,5.09
Slovakia,2021-03-19,60-69,16.13,4.44
Slovakia,2021-03-19,70-79,30.38,12.33
Slovakia,2021-03-19,80+,34.34,25.95
Slovakia,2021-03-26,18-24,4.11,2.52
Slovakia,2021-03-26,25-49,8.15,3.62
Slovakia,2021-03-26,50-59,12.5,5.41
Slovakia,2021-03-26,60-69,19.67,4.81
Slovakia,2021-03-26,70-79,42.25,13.44
Slovakia,2021-03-26,80+,41.77,27.93
Slovakia,2021-04-02,18-24,4.39,2.56
Slovakia,2021-04-02,25-49,8.61,3.72
Slovakia,2021-04-02,50-59,15.12,5.57
Slovakia,2021-04-02,60-69,24.72,5.02
Slovakia,2021-04-02,70-79,49.86,13.8
Slovakia,2021-04-02,80+,44.03,28.55
Slovakia,2021-04-09,18-24,4.74,2.63
Slovakia,2021-04-09,25-49,9.38,3.85
Slovakia,2021-04-09,50-59,20.6,5.8
Slovakia,2021-04-09,60-69,29.81,5.46
Slovakia,2021-04-09,70-79,53.87,17.79
Slovakia,2021-04-09,80+,45.55,29.89
Slovakia,2021-04-16,18-24,5.02,2.71
Slovakia,2021-04-16,25-49,11.13,4.0
Slovakia,2021-04-16,50-59,23.84,6.1
Slovakia,2021-04-16,60-69,33.3,6.0
Slovakia,2021-04-16,70-79,56.38,28.61
Slovakia,2021-04-16,80+,46.92,33.4
Slovakia,2021-04-23,18-24,5.33,2.86
Slovakia,2021-04-23,25-49,12.39,4.6
Slovakia,2021-04-23,50-59,25.77,7.01
Slovakia,2021-04-23,60-69,36.03,7.09
Slovakia,2021-04-23,70-79,58.14,39.44
Slovakia,2021-04-23,80+,48.01,40.64
Slovakia,2021-04-30,18-24,6.0,2.97
Slovakia,2021-04-30,25-49,13.98,5.07
Slovakia,2021-04-30,50-59,27.25,7.69
Slovakia,2021-04-30,60-69,40.38,11.34
Slovakia,2021-04-30,70-79,60.49,47.59
Slovakia,2021-04-30,80+,49.35,42.93
Slovakia,2021-05-07,18-24,7.24,3.14
Slovakia,2021-05-07,25-49,16.09,5.94
Slovakia,2021-05-07,50-59,30.71,8.72
Slovakia,2021-05-07,60-69,45.43,16.12
Slovakia,2021-05-07,70-79,62.81,51.97
Slovakia,2021-05-07,80+,50.88,44.51
Slovakia,2021-05-14,18-24,8.46,3.58
Slovakia,2021-05-14,25-49,19.04,7.3
Slovakia,2021-05-14,50-59,36.55,10.51
Slovakia,2021-05-14,60-69,50.74,20.02
Slovakia,2021-05-14,70-79,64.55,54.45
Slovakia,2021-05-14,80+,52.14,45.9
Slovakia,2021-05-21,18-24,11.33,3.86
Slovakia,2021-05-21,25-49,23.94,7.98
Slovakia,2021-05-21,50-59,39.89,11.47
Slovakia,2021-05-21,60-69,53.36,27.38
Slovakia,2021-05-21,70-79,66.24,56.9
Slovakia,2021-05-21,80+,53.3,47.02
Slovakia,2021-05-28,18-24,14.49,4.5
Slovakia,2021-05-28,25-49,28.66,8.91
Slovakia,2021-05-28,50-59,42.73,12.88
Slovakia,2021-05-28,60-69,55.08,35.36
Slovakia,2021-05-28,70-79,67.41,59.62
Slovakia,2021-05-28,80+,54.12,48.38
Slovakia,2021-06-04,18-24,18.63,5.74
Slovakia,2021-06-04,25-49,31.67,10.64
Slovakia,2021-06-04,50-59,44.12,17.45
Slovakia,2021-06-04,60-69,56.18,43.04
Slovakia,2021-06-04,70-79,68.27,62.13
Slovakia,2021-06-04,80+,54.81,49.84
Slovakia,2021-06-11,18-24,21.44,7.16
Slovakia,2021-06-11,25-49,33.4,13.64
Slovakia,2021-06-11,50-59,45.32,25.28
Slovakia,2021-06-11,60-69,57.04,49.18
Slovakia,2021-06-11,70-79,68.99,63.9
Slovakia,2021-06-11,80+,55.45,51.03
Slovakia,2021-06-18,18-24,24.45,9.57
Slovakia,2021-06-18,25-49,34.71,18.27
Slovakia,2021-06-18,50-59,46.34,33.14
Slovakia,2021-06-18,60-69,57.93,52.19
Slovakia,2021-06-18,70-79,69.67,65.54
Slovakia,2021-06-18,80+,55.96,52.17
Slovakia,2021-06-25,18-24,26.53,12.69
Slovakia,2021-06-25,25-49,35.85,24.04
Slovakia,2021-06-25,50-59,47.15,38.69
Slovakia,2021-06-25,60-69,58.64,54.04
Slovakia,2021-06-25,70-79,70.26,66.68
Slovakia,2021-06-25,80+,56.43,52.94
Slovakia,2021-07-02,18-24,29.73,16.54
Slovakia,2021-07-02,25-49,37.43,28.58
Slovakia,2021-07-02,50-59,48.4,42.45
Slovakia,2021-07-02,60-69,59.44,55.6
Slovakia,2021-07-02,70-79,70.85,67.8
Slovakia,2021-07-02,80+,56.89,53.79
Slovakia,2021-07-09,18-24,32.68,20.22
Slovakia,2021-07-09,25-49,39.11,31.97
Slovakia,2021-07-09,50-59,49.71,44.71
Slovakia,2021-07-09,60-69,60.11,56.79
Slovakia,2021-07-09,70-79,71.31,68.72
Slovakia,2021-07-09,80+,57.21,54.48
Slovakia,2021-07-16,18-24,34.89,23.92
Slovakia,2021-07-16,25-49,40.49,34.45
Slovakia,2021-07-16,50-59,50.78,46.36
Slovakia,2021-07-16,60-69,60.73,57.8
Slovakia,2021-07-16,70-79,71.76,69.44
Slovakia,2021-07-16,80+,57.59,55.0
Slovakia,2021-07-23,18-24,36.2,26.56
Slovakia,2021-07-23,25-49,41.25,36.06
Slovakia,2021-07-23,50-59,51.46,47.41
Slovakia,2021-07-23,60-69,61.21,58.55
Slovakia,2021-07-23,70-79,72.15,70.05
Slovakia,2021-07-23,80+,57.9,55.51
Slovakia,2021-07-30,18-24,37.25,29.47
Slovakia,2021-07-30,25-49,41.94,37.62
Slovakia,2021-07-30,50-59,52.12,48.64
Slovakia,2021-07-30,60-69,61.65,59.35
Slovakia,2021-07-30,70-79,72.48,70.64
Slovakia,2021-07-30,80+,58.2,56.0
Slovakia,2021-08-06,18-24,38.26,32.43
Slovakia,2021-08-06,25-49,42.65,39.13
Slovakia,2021-08-06,50-59,52.85,49.83
Slovakia,2021-08-06,60-69,62.17,60.01
Slovakia,2021-08-06,70-79,72.91,71.1
Slovakia,2021-08-06,80+,58.55,56.33
Slovakia,2021-08-13,18-24,39.13,34.72
Slovakia,2021-08-13,25-49,43.26,40.45
Slovakia,2021-08-13,50-59,53.45,50.91
Slovakia,2021-08-13,60-69,62.57,60.68
Slovakia,2021-08-13,70-79,73.27,71.6
Slovakia,2021-08-13,80+,58.83,56.77
Slovakia,2021-08-20,18-24,40.13,36.29
Slovakia,2021-08-20,25-49,43.92,41.4
Slovakia,2021-08-20,50-59,54.05,51.71
Slovakia,2021-08-20,60-69,62.97,61.2
Slovakia,2021-08-20,70-79,73.61,72.0
Slovakia,2021-08-20,80+,59.1,57.1
Slovakia,2021-08-27,18-24,40.88,37.45
Slovakia,2021-08-27,25-49,44.4,42.14
Slovakia,2021-08-27,50-59,54.49,52.41
Slovakia,2021-08-27,60-69,63.28,61.68
Slovakia,2021-08-27,70-79,73.88,72.36
Slovakia,2021-08-27,80+,59.33,57.4
Slovakia,2021-09-03,18-24,41.54,38.43
Slovakia,2021-09-03,25-49,44.75,42.75
Slovakia,2021-09-03,50-59,54.77,52.97
Slovakia,2021-09-03,60-69,63.46,62.08
Slovakia,2021-09-03,70-79,74.04,72.7
Slovakia,2021-09-03,80+,59.46,57.67
Slovakia,2021-09-10,18-24,42.07,39.29
Slovakia,2021-09-10,25-49,45.04,43.3
Slovakia,2021-09-10,50-59,55.01,53.47
Slovakia,2021-09-10,60-69,63.63,62.43
Slovakia,2021-09-10,70-79,74.2,73.02
Slovakia,2021-09-10,80+,59.6,57.93
Slovakia,2021-09-17,18-24,42.66,40.11
Slovakia,2021-09-17,25-49,45.37,43.8
Slovakia,2021-09-17,50-59,55.27,53.95
Slovakia,2021-09-17,60-69,63.81,62.76
Slovakia,2021-09-17,70-79,74.35,73.32
Slovakia,2021-09-17,80+,59.75,58.17
Slovakia,2021-09-24,18-24,43.34,40.87
Slovakia,2021-09-24,25-49,45.77,44.27
Slovakia,2021-09-24,50-59,55.59,54.35
Slovakia,2021-09-24,60-69,64.06,63.05
Slovakia,2021-09-24,70-79,74.57,73.58
Slovakia,2021-09-24,80+,59.97,58.4
Slovakia,2021-10-01,18-24,43.91,41.54
Slovakia,2021-10-01,25-49,46.12,44.66
Slovakia,2021-10-01,50-59,55.89,54.67
Slovakia,2021-10-01,60-69,64.28,63.26
Slovakia,2021-10-01,70-79,74.76,73.75
Slovakia,2021-10-01,80+,60.16,58.55
Slovakia,2021-10-08,18-24,44.35,42.05
Slovakia,2021-10-08,25-49,46.41,44.97
Slovakia,2021-10-08,50-59,56.11,54.91
Slovakia,2021-10-08,60-69,64.45,63.43
Slovakia,2021-10-08,70-79,74.93,73.92
Slovakia,2021-10-08,80+,60.32,58.67
Slovakia,2021-10-15,18-24,44.71,42.55
Slovakia,2021-10-15,25-49,46.63,45.25
Slovakia,2021-10-15,50-59,56.28,55.13
Slovakia,2021-10-15,60-69,64.58,63.58
Slovakia,2021-10-15,70-79,75.03,74.05
Slovakia,2021-10-15,80+,60.43,58.78
Slovakia,2021-10-22,18-24,44.81,42.75
Slovakia,2021-10-22,25-49,46.7,45.37
Slovakia,2021-10-22,50-59,56.33,55.22
Slovakia,2021-10-22,60-69,64.62,63.66
Slovakia,2021-10-22,70-79,75.08,74.12
Slovakia,2021-10-22,80+,60.45,58.85
Slovenia,2021-01-01,18-24,0.01,0.0
Slovenia,2021-01-01,25-49,0.07,0.0
Slovenia,2021-01-01,50-59,0.17,0.0
Slovenia,2021-01-01,60-69,0.2,0.0
Slovenia,2021-01-01,70-79,0.57,0.0
Slovenia,2021-01-01,80+,3.14,0.0
Slovenia,2021-01-08,18-24,0.44,0.0
Slovenia,2021-01-08,25-49,1.65,0.0
Slovenia,2021-01-08,50-59,2.33,0.0
Slovenia,2021-01-08,60-69,1.17,0.0
Slovenia,2021-01-08,70-79,1.27,0.0
Slovenia,2021-01-08,80+,4.78,0.0
Slovenia,2021-01-15,18-24,0.68,0.0
Slovenia,2021-01-15,25-49,2.08,0.0
Slovenia,2021-01-15,50-59,2.88,0.01
Slovenia,2021-01-15,60-69,1.48,0.0
Slovenia,2021-01-15,70-79,1.92,0.0
Slovenia,2021-01-15,80+,15.14,0.0
Slovenia,2021-01-22,18-24,0.75,0.05
Slovenia,2021-01-22,25-49,2.25,0.23
Slovenia,2021-01-22,50-59,3.11,0.38
Slovenia,2021-01-22,60-69,1.57,0.18
Slovenia,2021-01-22,70-79,2.06,0.28
Slovenia,2021-01-22,80+,16.9,1.61
Slovenia,2021-01-29,18-24,0.81,0.29
Slovenia,2021-01-29,25-49,2.33,0.98
