date,total_vaccinations,people_vaccinated,people_fully_vaccinated,vaccine,location,source_url
2021-07-30,12233843,9812429.0,2421414,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-07-31,12477610,10013732.0,2463878,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-01,12641423,10130519.0,2510904,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-02,12838802,10225907.0,2612934,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-03,13053708,10317605.0,2736142,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-04,13271582,10396699.0,2874922,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-05,13500986,10463859.0,3037168,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-06,13755490,10516985.0,3238546,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-07,13992854,10563220.0,3429675,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-08,14199861,10605030.0,3594872,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-09,14204382,10605501.0,3598922,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-10,14583416,10608516.0,3974941,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-11,14919957,10610994.0,4309296,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-12,15191063,10612935.0,4578818,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-13,15390151,10615611.0,4776537,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-14,15493907,10616571.0,4879776,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-15,15559087,10617261.0,4944406,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-16,15936119,10619135.0,5320762,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-17,16344434,10624503.0,5728292,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-18,16728651,10632145.0,6111379,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-19,17054462,10639941.0,6435968,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-20,17330176,10646425.0,6710639,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-21,17521749,10653892.0,6901692,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-22,17653393,10659805.0,7032989,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-23,17844396,10670150.0,7223294,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-24,18071537,10687641.0,7448932,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-25,18301258,10706903.0,7673265,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-26,18548846,10726520.0,7919350,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-27,18814454,10746271.0,8183354,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-28,19000304,10760514.0,8368150,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-29,19115351,10772784.0,8481218,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-30,19296406,10794687.0,8659927,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-08-31,19456354,10817074.0,8817252,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-08,20067875,10822280.0,9530623,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-09,20121822,10838560.0,9577621,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-10,20177462,10855329.0,9626101,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-11,20188740,10858515.0,9635837,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-12,20194499,10860128.0,9640749,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-13,20251072,10893166.0,9670730,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-14,20318065,10935808.0,9702280,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-15,20392844,10987141.0,9732661,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-20,20452529,10999841.0,9797946,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-21,20515688,11047509.0,9816586,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-22,20532260,11050419.0,9833158,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-23,20571335,11077714.0,9847355,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-24,20611185,11103923.0,9864816,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-25,20616156,11107266.0,9867095,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-26,20617749,11108116.0,9867974,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-27,20666054,11146137.0,9881500,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-28,20773286,11244528.0,9893962,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-29,20841350,11303434.0,9907288,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-09-30,20896804,11350433.0,9918613,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-01,20976539,11418793.0,9933423,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-02,20981535,11422887.0,9934736,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-03,20983147,11424056.0,9935352,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-04,21022027,11453882.0,9947067,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-05,21066403,11489289.0,9958765,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-06,21112861,11527736.0,9969316,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
2021-10-07,21155212,11563516.0,9978130,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ecuador,https://github.com/andrab/ecuacovid
