Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Canada,454,10681,Alpha,280.58,64253,1687.83
Canada,468,11103,Alpha,291.66,75356,1979.49
Canada,482,8594,Alpha,225.75,83950,2205.24
Canada,496,5900,Alpha,154.99,89850,2360.23
Canada,510,4241,Alpha,111.41,94091,2471.64
Canada,524,3755,Alpha,98.64,97846,2570.28
Canada,538,1593,Delta,41.85,99439,2612.13
Canada,552,2485,Delta,65.28,101924,2677.41
Canada,566,7272,Delta,191.03,109196,2868.44
Canada,580,13108,Delta,344.33,122304,3212.77
Canada,594,13950,Delta,366.45,136254,3579.22
Canada,608,8917,Delta,234.24,145171,3813.46
Canada,622,7156,Delta,187.98,152327,4001.44
Canada,636,8016,Delta,210.57,160343,4212.01
Canada,650,6544,Delta,171.9,166887,4383.91
Canada,664,5779,Delta,151.81,172666,4535.72
Canada,678,6506,Delta,170.91,179172,4706.63
Canada,692,10216,Delta,268.36,189388,4974.99
Canada,706,3935,Omicron,103.37,193323,5078.36
Canada,720,353,Omicron,9.27,193676,5087.63
Chile,111,106,Others,5.52,106,5.52
Chile,125,84,Others,4.37,190,9.89
Chile,139,81,Others,4.22,271,14.11
Chile,153,8,0,0.42,279,14.53
Chile,167,61,Others,3.18,340,17.71
Chile,181,35,Others,1.82,375,19.53
Chile,195,36,Others,1.87,411,21.4
Chile,209,25,0,1.3,436,22.7
Chile,223,65,Others,3.38,501,26.08
Chile,237,54,Others,2.81,555,28.89
Chile,251,44,Others,2.29,599,31.18
Chile,265,66,Others,3.44,665,34.62
Chile,279,47,Others,2.45,712,37.07
Chile,293,10,0,0.52,722,37.59
Chile,307,17,0,0.88,739,38.47
Chile,321,8,0,0.42,747,38.89
Chile,335,27,0,1.41,774,40.3
Chile,349,129,Others,6.71,903,47.01
Chile,370,59,Others,3.07,962,50.08
Chile,384,56,Others,2.91,1018,52.99
Chile,398,97,Others,5.05,1115,58.04
Chile,412,85,Others,4.42,1200,62.46
Chile,426,140,Others,7.29,1340,69.75
Chile,440,266,Lambda,13.85,1606,83.6
Chile,454,359,Gamma,18.69,1965,102.29
Chile,468,565,Gamma,29.41,2530,131.7
Chile,482,625,Gamma,32.53,3155,164.23
Chile,496,435,Gamma,22.64,3590,186.87
Chile,510,626,Gamma,32.58,4216,219.45
Chile,524,719,Gamma,37.42,4935,256.87
Chile,538,866,Gamma,45.08,5801,301.95
Chile,552,568,Gamma,29.56,6369,331.51
Chile,566,789,Gamma,41.07,7158,372.58
Chile,580,879,Gamma,45.75,8037,418.33
Chile,594,1101,Delta,57.31,9138,475.64
Chile,608,1223,Delta,63.66,10361,539.3
Chile,622,1879,Delta,97.8,12240,637.1
Chile,636,1365,Delta,71.05,13605,708.15
Chile,650,1295,Delta,67.4,14900,775.55
Chile,664,999,Delta,52.0,15899,827.55
Chile,678,575,Delta,29.93,16474,857.48
Chile,692,481,Delta,25.04,16955,882.52
Chile,706,675,Delta,35.13,17630,917.65
Chile,720,36,Delta,1.87,17666,919.52
China,139,6,0,0.0,6,0.0
China,153,5,0,0.0,11,0.0
China,181,2,0,0.0,13,0.0
China,195,5,0,0.0,18,0.0
China,209,1,0,0.0,19,0.0
China,223,7,0,0.0,26,0.0
China,237,2,0,0.0,28,0.0
China,251,10,0,0.01,38,0.01
China,265,1,0,0.0,39,0.01
China,293,1,0,0.0,40,0.01
China,335,5,0,0.0,45,0.01
China,349,19,0,0.01,64,0.02
China,370,3,0,0.0,67,0.02
China,426,2,0,0.0,69,0.02
China,440,2,0,0.0,71,0.02
China,454,2,0,0.0,73,0.02
China,468,10,0,0.01,83,0.03
China,482,10,0,0.01,93,0.04
China,496,21,0,0.01,114,0.05
China,510,15,0,0.01,129,0.06
China,524,23,0,0.02,152,0.08
China,538,45,Delta,0.03,197,0.11
China,552,14,0,0.01,211,0.12
China,566,24,0,0.02,235,0.14
China,580,7,0,0.0,242,0.14
China,622,3,0,0.0,245,0.14
China,636,2,0,0.0,247,0.14
China,650,28,0,0.02,275,0.16
China,664,111,Delta,0.08,386,0.24
China,692,1,0,0.0,387,0.24
China,706,5,0,0.0,392,0.24
China,720,4,0,0.0,396,0.24
Colombia,111,81,Others,1.58,81,1.58
Colombia,125,2,0,0.04,83,1.62
Colombia,139,8,0,0.16,91,1.78
Colombia,153,14,0,0.27,105,2.05
Colombia,167,29,0,0.57,134,2.62
Colombia,181,28,0,0.55,162,3.17
Colombia,195,8,0,0.16,170,3.33
Colombia,209,20,0,0.39,190,3.72
Colombia,223,5,0,0.1,195,3.82
Colombia,237,14,0,0.27,209,4.09
Colombia,251,5,0,0.1,214,4.19
Colombia,265,20,0,0.39,234,4.58
Colombia,279,8,0,0.16,242,4.74
Colombia,293,6,0,0.12,248,4.86
Colombia,307,12,0,0.23,260,5.09
Colombia,321,18,0,0.35,278,5.44
Colombia,335,32,Others,0.62,310,6.06
Colombia,349,135,Others,2.63,445,8.69
Colombia,370,83,Others,1.62,528,10.31
Colombia,384,30,Others,0.59,558,10.9
Colombia,398,25,0,0.49,583,11.39
Colombia,412,73,Others,1.42,656,12.81
Colombia,426,79,Others,1.54,735,14.35
Colombia,440,160,Mu,3.12,895,17.47
Colombia,454,803,Mu,15.66,1698,33.13
Colombia,468,434,Mu,8.47,2132,41.6
Colombia,482,376,Mu,7.33,2508,48.93
Colombia,496,194,Mu,3.78,2702,52.71
Colombia,510,283,Mu,5.52,2985,58.23
Colombia,524,225,Mu,4.39,3210,62.62
Colombia,538,490,Mu,9.56,3700,72.18
Colombia,552,947,Mu,18.47,4647,90.65
Colombia,566,886,Mu,17.28,5533,107.93
Colombia,580,778,Mu,15.18,6311,123.11
Colombia,594,628,Mu,12.25,6939,135.36
Colombia,608,423,Delta,8.25,7362,143.61
Colombia,622,807,Delta,15.74,8169,159.35
Colombia,636,755,Delta,14.73,8924,174.08
Colombia,650,644,Delta,12.56,9568,186.64
Colombia,664,734,Delta,14.32,10302,200.96
Colombia,678,398,Delta,7.76,10700,208.72
Colombia,692,212,Delta,4.14,10912,212.86
Colombia,706,274,Omicron,5.34,11186,218.2
Colombia,720,241,Omicron,4.7,11427,222.9
Costa Rica,139,8,0,1.56,8,1.56
Costa Rica,153,15,0,2.92,23,4.48
Costa Rica,167,19,0,3.7,42,8.18
Costa Rica,181,22,0,4.28,64,12.46
Costa Rica,195,13,0,2.53,77,14.99
Costa Rica,209,13,0,2.53,90,17.52
Costa Rica,223,3,0,0.58,93,18.1
Costa Rica,237,7,0,1.36,100,19.46
Costa Rica,251,6,0,1.17,106,20.63
Costa Rica,265,9,0,1.75,115,22.38
Costa Rica,279,7,0,1.36,122,23.74
Costa Rica,293,8,0,1.56,130,25.3
Costa Rica,307,10,0,1.95,140,27.25
Costa Rica,321,9,0,1.75,149,29.0
Costa Rica,335,14,0,2.72,163,31.72
Costa Rica,349,47,Others,9.15,210,40.87
Costa Rica,370,41,Others,7.98,251,48.85
Costa Rica,384,27,0,5.25,278,54.1
Costa Rica,398,35,Others,6.81,313,60.91
Costa Rica,412,66,Others,12.84,379,73.75
Costa Rica,426,80,Others,15.57,459,89.32
Costa Rica,440,58,Others,11.29,517,100.61
Costa Rica,454,71,Others,13.82,588,114.43
Costa Rica,468,57,Alpha,11.09,645,125.52
Costa Rica,482,33,Alpha,6.42,678,131.94
Costa Rica,496,47,Alpha,9.15,725,141.09
Costa Rica,510,33,Gamma,6.42,758,147.51
Costa Rica,524,56,Gamma,10.9,814,158.41
Costa Rica,538,84,Delta,16.35,898,174.76
Costa Rica,552,88,Delta,17.12,986,191.88
Costa Rica,566,137,Delta,26.66,1123,218.54
Costa Rica,580,135,Delta,26.27,1258,244.81
Costa Rica,594,69,Delta,13.43,1327,258.24
Costa Rica,608,92,Delta,17.9,1419,276.14
Costa Rica,622,71,Delta,13.82,1490,289.96
Costa Rica,636,150,Delta,29.19,1640,319.15
Costa Rica,650,147,Delta,28.6,1787,347.75
Costa Rica,664,158,Delta,30.74,1945,378.49
Costa Rica,678,115,Delta,22.38,2060,400.87
Costa Rica,692,140,Delta,27.24,2200,428.11
Costa Rica,706,159,Omicron,30.94,2359,459.05
Costa Rica,720,52,Omicron,10.12,2411,469.17
Croatia,209,1,0,0.24,1,0.24
Croatia,223,3,0,0.73,4,0.97
Croatia,237,11,0,2.69,15,3.66
Croatia,251,1,0,0.24,16,3.9
Croatia,265,12,0,2.94,28,6.84
Croatia,307,29,0,7.1,57,13.94
Croatia,335,1,0,0.24,58,14.18
Croatia,349,19,0,4.65,77,18.83
Croatia,370,45,Others,11.02,122,29.85
Croatia,384,159,Others,38.95,281,68.8
Croatia,398,394,Others,96.53,675,165.33
Croatia,412,582,Alpha,142.59,1257,307.92
Croatia,426,626,Alpha,153.37,1883,461.29
Croatia,440,749,Alpha,183.5,2632,644.79
Croatia,454,375,Alpha,91.87,3007,736.66
Croatia,468,786,Alpha,192.57,3793,929.23
Croatia,482,639,Alpha,156.55,4432,1085.78
Croatia,496,370,Alpha,90.65,4802,1176.43
Croatia,510,311,Alpha,76.19,5113,1252.62
Croatia,524,162,Delta,39.69,5275,1292.31
Croatia,538,369,Delta,90.4,5644,1382.71
Croatia,552,407,Delta,99.71,6051,1482.42
Croatia,566,511,Delta,125.19,6562,1607.61
Croatia,580,770,Delta,188.65,7332,1796.26
Croatia,594,993,Delta,243.28,8325,2039.54
Croatia,608,739,Delta,181.05,9064,2220.59
Croatia,622,692,Delta,169.54,9756,2390.13
Croatia,636,661,Delta,161.94,10417,2552.07
Croatia,650,699,Delta,171.25,11116,2723.32
Croatia,664,742,Delta,181.79,11858,2905.11
Croatia,678,839,Delta,205.55,12697,3110.66
Croatia,692,1488,Delta,364.56,14185,3475.22
Croatia,706,1682,Delta,412.09,15867,3887.31
Curacao,209,3,0,18.2,3,18.2
Curacao,265,1,0,6.07,4,24.27
Curacao,279,3,0,18.2,7,42.47
Curacao,293,8,0,48.54,15,91.01
Curacao,307,4,0,24.27,19,115.28
Curacao,321,2,0,12.14,21,127.42
Curacao,335,8,0,48.54,29,175.96
Curacao,349,11,0,66.75,40,242.71
Curacao,370,15,0,91.02,55,333.73
Curacao,384,15,0,91.02,70,424.75
Curacao,398,36,Alpha,218.45,106,643.2
Curacao,412,50,Alpha,303.41,156,946.61
Curacao,426,55,Alpha,333.75,211,1280.36
Curacao,440,57,Alpha,345.88,268,1626.24
Curacao,454,61,Alpha,370.15,329,1996.39
Curacao,468,45,Alpha,273.06,374,2269.45
Curacao,482,25,0,151.7,399,2421.15
Curacao,496,10,0,60.68,409,2481.83
Curacao,510,4,0,24.27,413,2506.1
Curacao,524,16,0,97.09,429,2603.19
Curacao,538,38,Delta,230.59,467,2833.78
Curacao,552,67,Delta,406.56,534,3240.34
Curacao,566,62,Delta,376.22,596,3616.56
Curacao,580,49,Delta,297.34,645,3913.9
Curacao,594,47,Delta,285.2,692,4199.1
Curacao,608,58,Delta,351.95,750,4551.05
Curacao,622,56,Delta,339.81,806,4890.86
Curacao,636,53,Delta,321.61,859,5212.47
Curacao,650,47,Delta,285.2,906,5497.67
Curacao,664,28,0,169.91,934,5667.58
Curacao,678,20,0,121.36,954,5788.94
Curacao,692,52,Delta,315.54,1006,6104.48
Curacao,706,49,Omicron,297.34,1055,6401.82
Cyprus,111,23,0,25.67,23,25.67
Cyprus,125,20,0,22.32,43,47.99
Cyprus,139,12,0,13.39,55,61.38
Cyprus,153,11,0,12.28,66,73.66
Cyprus,167,2,0,2.23,68,75.89
Cyprus,181,3,0,3.35,71,79.24
Cyprus,195,11,0,12.28,82,91.52
Cyprus,209,24,0,26.79,106,118.31
Cyprus,223,12,0,13.39,118,131.7
Cyprus,237,4,0,4.46,122,136.16
Cyprus,251,39,Others,43.53,161,179.69
Cyprus,265,24,0,26.79,185,206.48
Cyprus,279,11,0,12.28,196,218.76
Cyprus,293,159,Others,177.45,355,396.21
Cyprus,307,9,0,10.04,364,406.25
Cyprus,321,63,Others,70.31,427,476.56
Cyprus,335,3,0,3.35,430,479.91
Cyprus,349,108,Others,120.54,538,600.45
Cyprus,370,35,Others,39.06,573,639.51
Cyprus,384,17,0,18.97,590,658.48
Czechia,111,6,0,0.56,6,0.56
Czechia,125,9,0,0.84,15,1.4
Czechia,139,4,0,0.37,19,1.77
Czechia,153,9,0,0.84,28,2.61
Czechia,181,9,0,0.84,37,3.45
Czechia,195,24,0,2.24,61,5.69
Czechia,209,26,0,2.42,87,8.11
Czechia,223,11,0,1.03,98,9.14
Czechia,237,9,0,0.84,107,9.98
Czechia,251,23,0,2.14,130,12.12
Czechia,265,76,Others,7.09,206,19.21
Czechia,279,60,Others,5.59,266,24.8
Czechia,293,56,Others,5.22,322,30.02
Czechia,307,19,0,1.77,341,31.79
Czechia,321,9,0,0.84,350,32.63
Czechia,335,16,0,1.49,366,34.12
Czechia,349,228,Others,21.26,594,55.38
Czechia,370,97,Alpha,9.04,691,64.42
Czechia,384,378,Alpha,35.25,1069,99.67
Czechia,398,617,Alpha,57.53,1686,157.2
Czechia,412,501,Alpha,46.72,2187,203.92
Czechia,426,557,Alpha,51.94,2744,255.86
Czechia,440,375,Alpha,34.97,3119,290.83
Czechia,454,635,Alpha,59.21,3754,350.04
Czechia,468,780,Alpha,72.73,4534,422.77
Czechia,482,558,Alpha,52.03,5092,474.8
Czechia,496,277,Alpha,25.83,5369,500.63
Czechia,510,388,Alpha,36.18,5757,536.81
Czechia,524,219,Alpha,20.42,5976,557.23
Czechia,538,501,Delta,46.72,6477,603.95
Czechia,552,528,Delta,49.23,7005,653.18
Czechia,566,566,Delta,52.78,7571,705.96
Czechia,580,875,Delta,81.59,8446,787.55
Czechia,594,844,Delta,78.7,9290,866.25
Czechia,608,1382,Delta,128.86,10672,995.11
Czechia,622,1374,Delta,128.12,12046,1123.23
Czechia,636,1766,Delta,164.67,13812,1287.9
Czechia,650,2152,Delta,200.66,15964,1488.56
Czechia,664,1527,Delta,142.38,17491,1630.94
Czechia,678,1820,Delta,169.7,19311,1800.64
Czechia,692,1901,Delta,177.26,21212,1977.9
Czechia,706,944,Delta,88.02,22156,2065.92
Czechia,720,489,Omicron,45.6,22645,2111.52
Denmark,111,155,Others,26.66,155,26.66
Denmark,125,136,Others,23.39,291,50.05
Denmark,139,122,Others,20.99,413,71.04
Denmark,153,169,Others,29.07,582,100.11
Denmark,167,60,Others,10.32,642,110.43
Denmark,181,100,Others,17.2,742,127.63
Denmark,195,152,Others,26.15,894,153.78
Denmark,209,437,Others,75.17,1331,228.95
Denmark,223,594,Others,102.18,1925,331.13
Denmark,237,979,Others,168.41,2904,499.54
Denmark,251,1644,Others,282.8,4548,782.34
Denmark,265,835,Others,143.64,5383,925.98
Denmark,279,1554,Others,267.32,6937,1193.3
Denmark,293,3067,Others,527.58,10004,1720.88
Denmark,307,3165,Others,544.44,13169,2265.32
Denmark,321,5060,Others,870.42,18229,3135.74
Denmark,335,9321,Others,1603.39,27550,4739.13
Denmark,349,11831,Others,2035.16,39381,6774.29
Denmark,370,8109,Others,1394.9,47490,8169.19
Denmark,384,4769,Others,820.36,52259,8989.55
Denmark,398,4388,Alpha,754.82,56647,9744.37
Denmark,412,5371,Alpha,923.92,62018,10668.29
Denmark,426,6351,Alpha,1092.49,68369,11760.78
Denmark,440,7193,Alpha,1237.33,75562,12998.11
Denmark,454,7082,Alpha,1218.24,82644,14216.35
Denmark,468,7679,Alpha,1320.94,90323,15537.29
Denmark,482,9822,Alpha,1689.57,100145,17226.86
Denmark,496,9480,Alpha,1630.74,109625,18857.6
Denmark,510,5882,Alpha,1011.82,115507,19869.42
Denmark,524,2061,Alpha,354.53,117568,20223.95
Denmark,538,5124,Delta,881.43,122692,21105.38
Denmark,552,10876,Delta,1870.88,133568,22976.26
Denmark,566,10918,Delta,1878.11,144486,24854.37
Denmark,580,11256,Delta,1936.25,155742,26790.62
Denmark,594,8743,Delta,1503.96,164485,28294.58
Denmark,608,4585,Delta,788.71,169070,29083.29
Denmark,622,4878,Delta,839.11,173948,29922.4
Denmark,636,7662,Delta,1318.01,181610,31240.41
Denmark,650,15515,Delta,2668.88,197125,33909.29
Denmark,664,22315,Delta,3838.61,219440,37747.9
Denmark,678,23846,Delta,4101.97,243286,41849.87
Denmark,692,30680,Delta,5277.55,273966,47127.42
Denmark,706,11278,Omicron,1940.03,285244,49067.45
Denmark,720,16684,Omicron,2869.97,301928,51937.42
Djibouti,111,2,0,2.0,2,2.0
Djibouti,125,2,0,2.0,4,4.0
Djibouti,139,5,0,4.99,9,8.99
Djibouti,153,13,0,12.97,22,21.96
Djibouti,167,1,0,1.0,23,22.96
Djibouti,181,2,0,2.0,25,24.96
Djibouti,195,2,0,2.0,27,26.96
Djibouti,279,1,0,1.0,28,27.96
Djibouti,293,1,0,1.0,29,28.96
Djibouti,307,14,0,13.97,43,42.93
Djibouti,321,1,0,1.0,44,43.93
Djibouti,335,5,0,4.99,49,48.92
Djibouti,349,2,0,2.0,51,50.92
Djibouti,370,11,0,10.98,62,61.9
Djibouti,384,3,0,2.99,65,64.89
Djibouti,398,30,Others,29.93,95,94.82
Djibouti,412,56,Alpha,55.88,151,150.7
Djibouti,426,26,0,25.94,177,176.64
Djibouti,440,64,Beta,63.86,241,240.5
Djibouti,454,37,Beta,36.92,278,277.42
Djibouti,468,23,0,22.95,301,300.37
Djibouti,482,5,0,4.99,306,305.36
Djibouti,496,1,0,1.0,307,306.36
Djibouti,538,1,0,1.0,308,307.36
Djibouti,566,2,0,2.0,310,309.36
Djibouti,594,2,0,2.0,312,311.36
Djibouti,608,9,0,8.98,321,320.34
Djibouti,622,25,0,24.95,346,345.29
Djibouti,636,19,0,18.96,365,364.25
Djibouti,650,2,0,2.0,367,366.25
Dominican Republic,111,5,0,0.46,5,0.46
Dominican Republic,307,1,0,0.09,6,0.55
Dominican Republic,349,1,0,0.09,7,0.64
Dominican Republic,370,33,Others,3.01,40,3.65
Dominican Republic,384,24,0,2.19,64,5.84
Dominican Republic,398,3,0,0.27,67,6.11
Dominican Republic,412,11,0,1.0,78,7.11
Dominican Republic,426,58,Others,5.3,136,12.41
Dominican Republic,440,13,0,1.19,149,13.6
Dominican Republic,454,17,0,1.55,166,15.15
Dominican Republic,468,1,0,0.09,167,15.24
Dominican Republic,482,87,Others,7.94,254,23.18
Dominican Republic,496,101,Mu,9.22,355,32.4
Dominican Republic,510,19,0,1.73,374,34.13
Dominican Republic,524,13,0,1.19,387,35.32
Dominican Republic,538,10,0,0.91,397,36.23
Dominican Republic,552,10,0,0.91,407,37.14
Dominican Republic,566,29,0,2.65,436,39.79
Dominican Republic,580,4,0,0.37,440,40.16
Dominican Republic,594,2,0,0.18,442,40.34
Dominican Republic,608,3,0,0.27,445,40.61
Dominican Republic,622,1,0,0.09,446,40.7
Dominican Republic,636,199,Delta,18.17,645,58.87
Dominican Republic,650,62,Delta,5.66,707,64.53
Dominican Republic,678,4,0,0.37,711,64.9
Dominican Republic,692,137,Delta,12.51,848,77.41
Ecuador,111,7,0,0.39,7,0.39
Ecuador,125,4,0,0.22,11,0.61
Ecuador,139,8,0,0.45,19,1.06
Ecuador,153,3,0,0.17,22,1.23
Ecuador,167,18,0,1.01,40,2.24
Ecuador,181,3,0,0.17,43,2.41
Ecuador,195,6,0,0.34,49,2.75
Ecuador,209,26,0,1.45,75,4.2
Ecuador,223,17,0,0.95,92,5.15
Ecuador,237,19,0,1.06,111,6.21
Ecuador,251,3,0,0.17,114,6.38
Ecuador,265,13,0,0.73,127,7.11
Ecuador,279,5,0,0.28,132,7.39
Ecuador,293,6,0,0.34,138,7.73
Ecuador,307,3,0,0.17,141,7.9
Ecuador,321,6,0,0.34,147,8.24
Ecuador,335,12,0,0.67,159,8.91
Ecuador,349,23,0,1.29,182,10.2
Ecuador,370,18,0,1.01,200,11.21
Ecuador,384,2,0,0.11,202,11.32
Ecuador,398,2,0,0.11,204,11.43
Ecuador,412,6,0,0.34,210,11.77
Ecuador,426,17,0,0.95,227,12.72
Ecuador,440,23,0,1.29,250,14.01
Ecuador,454,57,Others,3.19,307,17.2
Ecuador,468,65,Alpha,3.63,372,20.83
Ecuador,482,139,Iota,7.77,511,28.6
Ecuador,496,102,Iota,5.7,613,34.3
Ecuador,510,167,Iota,9.34,780,43.64
Ecuador,524,145,Iota,8.11,925,51.75
Ecuador,538,366,Gamma,20.46,1291,72.21
Ecuador,552,565,Mu,31.58,1856,103.79
Ecuador,566,232,Delta,12.97,2088,116.76
Ecuador,580,261,Delta,14.59,2349,131.35
Ecuador,594,306,Delta,17.11,2655,148.46
Ecuador,608,155,Delta,8.66,2810,157.12
Ecuador,622,214,Delta,11.96,3024,169.08
Ecuador,636,93,Delta,5.2,3117,174.28
Ecuador,650,23,0,1.29,3140,175.57
Ecuador,664,100,Delta,5.59,3240,181.16
Ecuador,678,135,Delta,7.55,3375,188.71
Ecuador,692,94,Delta,5.25,3469,193.96
Ecuador,706,103,Omicron,5.76,3572,199.72
Ecuador,720,10,0,0.56,3582,200.28
Egypt,111,38,Others,0.36,38,0.36
Egypt,125,22,0,0.21,60,0.57
Egypt,139,141,Others,1.35,201,1.92
Egypt,153,77,Others,0.74,278,2.66
Egypt,167,128,Others,1.23,406,3.89
Egypt,181,44,Others,0.42,450,4.31
Egypt,195,41,Others,0.39,491,4.7
Egypt,209,29,0,0.28,520,4.98
Egypt,223,43,Others,0.41,563,5.39
Egypt,237,25,0,0.24,588,5.63
Egypt,251,17,0,0.16,605,5.79
Egypt,265,15,0,0.14,620,5.93
Egypt,279,11,0,0.11,631,6.04
Egypt,293,12,0,0.12,643,6.16
Egypt,307,12,0,0.12,655,6.28
Egypt,321,3,0,0.03,658,6.31
Egypt,335,14,0,0.13,672,6.44
Egypt,349,139,Others,1.33,811,7.77
Egypt,370,3,0,0.03,814,7.8
Egypt,398,79,Others,0.76,893,8.56
Egypt,412,21,0,0.2,914,8.76
Egypt,426,12,0,0.12,926,8.88
Egypt,440,74,Others,0.71,1000,9.59
Egypt,454,10,0,0.1,1010,9.69
Egypt,468,89,Others,0.85,1099,10.54
Egypt,482,42,Others,0.4,1141,10.94
Egypt,496,23,0,0.22,1164,11.16
Egypt,510,10,0,0.1,1174,11.26
Egypt,524,4,0,0.04,1178,11.3
Egypt,538,3,0,0.03,1181,11.33
Egypt,552,1,0,0.01,1182,11.34
Egypt,566,9,0,0.09,1191,11.43
Egypt,594,23,0,0.22,1214,11.65
Egypt,608,5,0,0.05,1219,11.7
Egypt,622,9,0,0.09,1228,11.79
Egypt,636,21,0,0.2,1249,11.99
Egypt,650,66,Delta,0.63,1315,12.62
Egypt,664,13,0,0.12,1328,12.74
Egypt,678,6,0,0.06,1334,12.8
Egypt,692,1,0,0.01,1335,12.81
Estonia,237,9,0,6.79,9,6.79
Estonia,251,120,Others,90.55,129,97.34
Estonia,265,55,Others,41.5,184,138.84
Estonia,279,21,0,15.85,205,154.69
Estonia,293,53,Others,39.99,258,194.68
Estonia,307,18,0,13.58,276,208.26
Estonia,335,2,0,1.51,278,209.77
Estonia,349,51,Others,38.49,329,248.26
Estonia,370,10,0,7.55,339,255.81
Estonia,384,47,Others,35.47,386,291.28
Estonia,398,564,Others,425.6,950,716.88
Estonia,412,163,Alpha,123.0,1113,839.88
Estonia,426,1018,Alpha,768.19,2131,1608.07
Estonia,440,1121,Alpha,845.92,3252,2453.99
Estonia,454,368,Alpha,277.7,3620,2731.69
Estonia,468,351,Alpha,264.87,3971,2996.56
Estonia,482,326,Alpha,246.0,4297,3242.56
Estonia,510,137,Alpha,103.38,4434,3345.94
Estonia,524,45,Alpha,33.96,4479,3379.9
Estonia,538,138,Delta,104.14,4617,3484.04
Estonia,552,252,Delta,190.16,4869,3674.2
Estonia,566,360,Delta,271.66,5229,3945.86
Estonia,580,371,Delta,279.96,5600,4225.82
Estonia,594,369,Delta,278.45,5969,4504.27
Estonia,608,346,Delta,261.1,6315,4765.37
Estonia,622,348,Delta,262.6,6663,5027.97
Estonia,636,319,Delta,240.72,6982,5268.69
Estonia,650,344,Delta,259.59,7326,5528.28
Estonia,664,294,Delta,221.86,7620,5750.14
Estonia,678,340,Delta,256.57,7960,6006.71
Estonia,692,362,Delta,273.17,8322,6279.88
Estonia,706,241,Delta,181.86,8563,6461.74
Ethiopia,307,4,0,0.03,4,0.03
Ethiopia,335,4,0,0.03,8,0.06
Ethiopia,370,6,0,0.05,14,0.11
Ethiopia,384,10,0,0.08,24,0.19
Ethiopia,398,4,0,0.03,28,0.22
Ethiopia,412,13,0,0.11,41,0.33
Ethiopia,426,4,0,0.03,45,0.36
Ethiopia,440,6,0,0.05,51,0.41
Ethiopia,454,1,0,0.01,52,0.42
Ethiopia,468,2,0,0.02,54,0.44
Ethiopia,496,26,0,0.22,80,0.66
Ethiopia,510,5,0,0.04,85,0.7
Ethiopia,538,6,0,0.05,91,0.75
Ethiopia,552,59,Delta,0.5,150,1.25
Ethiopia,566,253,Delta,2.15,403,3.4
Ethiopia,580,119,Delta,1.01,522,4.41
Fiji,223,1,0,1.11,1,1.11
Fiji,307,2,0,2.22,3,3.33
Fiji,321,2,0,2.22,5,5.55
Fiji,349,2,0,2.22,7,7.77
Fiji,384,1,0,1.11,8,8.88
Fiji,412,1,0,1.11,9,9.99
Fiji,426,1,0,1.11,10,11.1
Fiji,454,7,0,7.75,17,18.85
Fiji,468,18,0,19.94,35,38.79
Fiji,482,22,0,24.37,57,63.16
Fiji,496,24,0,26.58,81,89.74
Fiji,510,52,Delta,57.59,133,147.33
Fiji,524,252,Delta,279.1,385,426.43
Fiji,538,140,Delta,155.06,525,581.49
Finland,111,102,Others,18.38,102,18.38
Finland,125,51,Others,9.19,153,27.57
Finland,139,37,Others,6.67,190,34.24
Finland,153,4,0,0.72,194,34.96
Finland,209,10,0,1.8,204,36.76
Finland,223,14,0,2.52,218,39.28
Finland,237,23,0,4.15,241,43.43
Finland,251,96,Others,17.3,337,60.73
Finland,265,283,Others,51.01,620,111.74
Finland,279,98,Others,17.66,718,129.4
Finland,293,51,Others,9.19,769,138.59
Finland,307,54,Others,9.73,823,148.32
Finland,321,156,Others,28.12,979,176.44
Finland,335,114,Others,20.55,1093,196.99
Finland,349,272,Others,49.02,1365,246.01
Finland,370,765,Others,137.88,2130,383.89
Finland,384,1240,Alpha,223.49,3370,607.38
Finland,398,1587,Alpha,286.03,4957,893.41
Finland,412,1653,Alpha,297.93,6610,1191.34
Finland,426,1715,Alpha,309.1,8325,1500.44
Finland,440,987,Alpha,177.89,9312,1678.33
Finland,454,702,Alpha,126.52,10014,1804.85
Finland,468,542,Alpha,97.69,10556,1902.54
Finland,482,601,Alpha,108.32,11157,2010.86
Finland,496,529,Alpha,95.34,11686,2106.2
Finland,510,294,Alpha,52.99,11980,2159.19
Finland,524,734,Delta,132.29,12714,2291.48
Finland,538,822,Delta,148.15,13536,2439.63
Finland,552,1484,Delta,267.47,15020,2707.1
Finland,566,1655,Delta,298.29,16675,3005.39
Finland,580,1027,Delta,185.1,17702,3190.49
Finland,594,930,Delta,167.62,18632,3358.11
Finland,608,749,Delta,134.99,19381,3493.1
Finland,622,967,Delta,174.29,20348,3667.39
Finland,636,864,Delta,155.72,21212,3823.11
Finland,650,670,Delta,120.76,21882,3943.87
Finland,664,422,Delta,76.06,22304,4019.93
Finland,678,208,Delta,37.49,22512,4057.42
Finland,692,727,Delta,131.03,23239,4188.45
Finland,706,223,Omicron,40.19,23462,4228.64
France,111,201,Others,2.98,201,2.98
France,125,64,Others,0.95,265,3.93
France,139,33,Others,0.49,298,4.42
France,153,45,Others,0.67,343,5.09
France,167,30,Others,0.44,373,5.53
France,181,71,Others,1.05,444,6.58
France,195,140,Others,2.08,584,8.66
France,209,239,Others,3.54,823,12.2
