date,people_vaccinated,people_fully_vaccinated,total_vaccinations,location,source_url,vaccine,total_boosters
2021-06-07,688694,385255,1073949,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",
2021-06-08,689395,389392,1078787,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",
2021-06-09,689918,394043,1083961,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",
2021-06-10,690450,399034,1089484,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",
2021-06-11,692178,411198,1103376,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-13,693145,413891,1107036,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-14,693566,414615,1108181,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-15,694728,418728,1113456,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-16,697397,423454,1120851,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-17,698951,427114,1126065,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-18,701346,432552,1133898,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-20,703063,435648,1138711,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-21,703999,436831,1140830,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-22,706156,440200,1146356,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-23,715054,451773,1166827,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-24,725580,467713,1193293,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-25,737481,484414,1221895,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-26,747328,502158,1249486,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-27,756289,518948,1275237,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-28,764246,534886,1299132,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-29,770707,544868,1315575,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-06-30,777159,555257,1332416,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-01,782696,559242,1341938,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-02,788004,564694,1352698,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-03,791901,567666,1359567,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-04,793077,568113,1361190,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-05,797715,571701,1369416,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-06,807633,574914,1382547,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-07,819058,579679,1398737,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-08,875182,588813,1463995,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-10,886619,590501,1477120,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-11,895980,595417,1491397,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-12,926312,605556,1531868,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-13,988746,624894,1613640,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-15,1096002,635738,1731740,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-17,1132045,639389,1771434,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-18,1144088,641154,1785242,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-19,1184144,643203,1827347,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-20,1247203,649843,1897046,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-21,1292351,656830,1949181,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-22,1352223,664587,2016810,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-23,1438599,677774,2116373,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-25,1491202,687216,2178418,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-26,1491202,687216,2178418,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-27,1561994,713151,2275145,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-28,1593365,730398,2323763,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-29,1623583,751507,2375090,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-30,1645308,767930,2413238,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-07-31,1653821,779249,2433070,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-02,1674419,798900,2473319,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-03,1740307,863687,2603994,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-04,1740307,863687,2603994,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-05,1817307,966692,2783999,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-07,1851116,1002281,2853397,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-08,1863913,1022638,2886551,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-09,1897123,1044385,2941508,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-10,1912301,1061258,2973559,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-11,1932929,1084412,3017341,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-12,2013049,1180207,3193256,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-14,2036008,1198901,3234909,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-15,2064023,1225235,3289258,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-16,2091259,1254726,3345985,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-17,2145237,1305722,3450959,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-18,2193046,1349294,3542340,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-19,2233265,1387672,3620937,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-20,2271429,1428079,3699508,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-21,2301341,1451901,3753242,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-22,2312117,1461082,3773199,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-23,2345043,1483968,3829011,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-24,2382059,1507365,3889424,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-25,2453229,1562288,4015517,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-27,2491680,1584315,4075995,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-28,2513053,1597301,4110354,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-29,2530181,1607672,4137853,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-30,2552273,1620384,4172657,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-08-31,2582405,1637419,4219824,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-01,2615233,1655197,4270430,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-02,2649505,1674230,4323735,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-03,2681657,1690559,4372216,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-04,2698332,1701914,4400246,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-05,2713248,1718351,4431599,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-07,2750381,1743562,4493943,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-08,2772230,1771273,4543503,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-09,2795351,1797096,4592447,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-10,2814723,1832152,4646875,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-11,2835275,1864057,4699332,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-13,2847082,1895701,4742783,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-14,2864020,1927168,4791188,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
2021-09-15,2882264,1963979,4846243,Zimbabwe,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",
