location,date,total_vaccinations,vaccine,source_url,people_vaccinated,people_fully_vaccinated,total_boosters
Guatemala,2021-08-20,3747055,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2952076,794979,
Guatemala,2021-08-21,3790899,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2977295,813604,
Guatemala,2021-08-22,3824281,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,2997560,826721,
Guatemala,2021-08-23,3919668,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3040716,878952,
Guatemala,2021-08-24,4027957,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3095055,932902,
Guatemala,2021-08-25,4124813,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3142517,982296,
Guatemala,2021-08-26,4224046,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3187866,1036180,
Guatemala,2021-08-27,4332914,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3232000,1100914,
Guatemala,2021-08-28,4383318,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3257037,1126281,
Guatemala,2021-08-29,4416495,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3273717,1142778,
Guatemala,2021-08-30,4508175,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3310257,1197918,
Guatemala,2021-08-31,4607145,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3352959,1254186,
Guatemala,2021-09-01,4699503,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3389993,1309510,
Guatemala,2021-09-02,4786631,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3424395,1362236,
Guatemala,2021-09-03,4859452,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3450238,1409214,
Guatemala,2021-09-04,4905431,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3469812,1435619,
Guatemala,2021-09-05,4937573,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3485247,1452326,
Guatemala,2021-09-09,5334183,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3655878,1678305,
Guatemala,2021-09-10,5455282,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3712647,1742635,
Guatemala,2021-09-11,5524648,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3754114,1770534,
Guatemala,2021-09-12,5589348,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3804269,1785079,
Guatemala,2021-09-13,5700915,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3867349,1833566,
Guatemala,2021-09-14,5812857,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3931445,1881412,
Guatemala,2021-09-15,5862778,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,3963266,1899512,
Guatemala,2021-09-16,5964194,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4017554,1946640,
Guatemala,2021-09-17,6070294,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4073891,1996403,
Guatemala,2021-09-18,6118069,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4098782,2019287,
Guatemala,2021-09-19,6148726,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4116940,2031786,
Guatemala,2021-09-20,6243535,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4167136,2076399,
Guatemala,2021-09-21,6335998,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4215713,2120285,
Guatemala,2021-09-22,6424045,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4260633,2163412,
Guatemala,2021-09-23,6511719,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4303946,2207773,
Guatemala,2021-09-24,6607982,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4348674,2259308,
Guatemala,2021-09-25,6653056,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4369671,2283385,
Guatemala,2021-09-26,6682813,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4383577,2299236,
Guatemala,2021-09-27,6757605,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4418433,2339172,
Guatemala,2021-09-28,6834159,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4455369,2378790,
Guatemala,2021-09-29,6904008,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4489053,2414955,
Guatemala,2021-09-30,6977782,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4522494,2455288,
Guatemala,2021-10-01,7057840,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4557123,2500717,
Guatemala,2021-10-02,7100558,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4576144,2524414,
Guatemala,2021-10-03,7133392,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4592074,2541318,
Guatemala,2021-10-04,7213436,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4631637,2581799,
Guatemala,2021-10-05,7302717,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4676499,2626218,
Guatemala,2021-10-06,7392283,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4722177,2670106,
Guatemala,2021-10-07,7478725,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4763912,2714813,
Guatemala,2021-10-08,7573644,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4805693,2767951,
Guatemala,2021-10-09,7618658,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4827678,2790980,
Guatemala,2021-10-10,7650606,"Moderna, Oxford/AstraZeneca",https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,4844170,2806436,
