date,total_vaccinations,people_fully_vaccinated,people_vaccinated,total_boosters,location,source_url,vaccine
2021-07-14,715447,353929,377373,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-15,718418,354985,379380,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-16,721415,355883,381764,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-17,723299,357236,383158,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-18,724343,357558,383867,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-19,728106,359042,386328,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-20,730483,360880,387329,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-21,733736,362923,389025,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-22,736727,364899,389263,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-23,742361,368587,392444,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-24,743712,369441,392994,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-25,744521,370187,393062,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-26,746883,371802,393967,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-27,750641,373771,396087,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-28,751546,375373,396686,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-29,755655,379016,398444,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-30,758252,380927,399261,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-31,759818,382255,399690,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-01,760417,382825,399724,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-02,762832,385049,400760,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-03,765417,387400,401644,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-04,767831,389610,402373,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-05,770496,392100,403261,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-06,773225,394589,404049,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-07,774250,395537,404419,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-08,774907,396160,404461,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-09,777181,398128,405073,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-10,778936,399769,405723,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-11,780770,401390,406414,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-12,782600,403015,407171,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-13,783983,404213,407679,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-14,784626,404679,407948,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-15,784729,404760,407985,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-16,786015,405578,408546,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-17,787194,406325,409095,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-18,788292,407154,409498,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-19,789540,408010,410087,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-20,790833,408885,410650,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-21,791240,409136,410856,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-22,791292,409183,410884,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-23,792173,409969,411306,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-24,793015,410532,411748,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-25,793866,411046,412239,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-26,794531,411422,412605,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-27,795190,411798,412948,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-28,795566,412002,413174,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-29,795649,412062,413205,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-30,796333,412419,413598,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-31,797017,412767,413985,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-01,797562,413041,414285,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-02,798068,413292,414557,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-03,798760,413600,415003,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-04,799148,413811,415210,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-05,799214,413844,415254,,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-06,800572,414343,415622,530,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-07,802042,414798,415931,1257,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-08,802798,415251,416212,1320,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-09,803975,415670,416519,1796,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-10,804841,416104,416863,1938,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-11,805439,416292,417009,2240,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-12,805479,416314,417032,2240,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-13,806726,416554,417356,2955,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-14,807825,416849,417684,3468,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-15,808968,417212,417959,4001,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-16,810125,417636,418251,4477,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-17,811183,418036,418618,4821,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-18,811704,418230,418730,5059,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-19,811753,418259,418759,5059,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-20,812828,418647,419152,5389,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-21,813115,418710,419333,5450,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-22,814067,419078,419604,5798,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-23,814957,419398,419848,6141,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-24,816136,419919,420132,6552,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-25,816727,420088,420211,6908,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-26,816767,420111,420233,6908,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-27,818593,420429,420499,8171,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-08,838419,423445,423592,22611,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-09,839636,423534,423816,23535,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-10,840675,423566,423849,24518,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-11,842643,423836,424134,25937,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-12,844723,424045,424536,27409,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-13,846671,424325,424892,28733,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-14,848445,424538,425218,29990,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-15,850536,424867,425522,31470,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-16,852233,425020,425683,32904,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-17,853683,425044,425719,34300,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-18,856311,425373,426203,36140,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-19,858858,425494,426516,38254,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-20,860910,425734,426839,39756,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-21,863183,425927,427273,41425,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-22,865419,426181,427651,43043,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-23,866963,426374,427948,44153,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-24,867820,426469,428042,44830,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-25,869715,426734,428415,46099,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-26,871592,427058,428756,47312,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-27,873859,427483,429255,48676,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-28,875862,427835,429639,49953,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-29,877291,428059,429972,50853,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-30,878722,428227,430176,51932,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-31,879909,428333,430283,52915,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-01,881843,428607,430618,54267,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-02,883070,428824,430954,54979,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-03,884349,428963,431200,55876,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-04,885683,429259,431537,56585,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-05,886762,429475,431810,57208,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-06,888337,429562,431973,58540,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-07,888880,429588,431991,59041,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-08,892243,429752,432222,62037,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-09,895343,429900,432444,64797,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-10,898248,430078,432618,67364,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-11,901238,430239,432813,70036,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-12,903363,430414,432980,71828,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-13,906453,430576,433146,74617,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-14,908687,430616,433207,76771,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-15,911620,430830,433527,79203,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-16,914967,430968,433831,82115,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-17,918309,431118,434018,85138,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-18,921147,431166,434155,87802,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-19,924089,431232,434315,90524,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-20,927127,431384,434531,93247,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-21,930460,431409,434581,96507,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-22,933791,431505,434843,99506,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-23,936815,431580,434973,102335,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-24,939732,431685,435135,104989,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-25,942729,431784,435265,107776,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-26,945882,431926,435394,110676,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-27,949337,432097,435529,113857,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-28,952809,432125,435573,117263,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-29,956338,432253,435713,120528,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-30,959906,432343,435775,123944,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-01,962678,432421,435827,124074,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-02,965802,432477,435869,127100,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-03,968248,432625,435937,129330,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-04,971433,432844,436044,132189,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-05,974618,432959,436151,135048,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-06,977631,433209,436215,137747,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-07,978775,433265,436486,141243,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-08,981712,433427,436574,143935,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-09,984895,433561,436698,146861,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-10,988115,433718,436791,149834,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-11,990949,433866,436913,152430,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-12,993372,433953,436968,154712,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-13,997459,434080,437038,158607,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-14,1000324,434230,437219,161144,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-15,1002643,434334,437396,163186,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-16,1005114,434403,437589,165403,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-17,1007250,434501,437712,167322,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-18,1009968,434596,437861,169800,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-19,1012731,434679,437988,172357,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-20,1016374,434835,438483,175395,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-21,1019517,434898,438969,177989,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-22,1023476,434983,439572,181278,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-23,1027903,435080,440261,184929,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-24,1030496,435168,440425,187277,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-25,1031293,435182,440447,188041,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-26,1033533,435239,440514,190162,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-27,1043069,435397,441288,198772,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
