date,people_vaccinated,people_fully_vaccinated,total_boosters,vaccine,total_vaccinations,location,source_url
2021-07-29,8096591,5070786,71,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",13167448,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-30,8134202,5199178,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",13333454,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-07-31,8193541,5415742,78,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",13609361,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-01,8246304,5572152,79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",13818535,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-02,8287190,5680337,80,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",13967607,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-03,8325443,5781960,80,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",14107483,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-04,8374604,5894240,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",14268926,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-05,8425225,6015685,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",14440992,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-06,8580640,6145091,84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",14725815,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-07,8870723,6351598,88,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",15222409,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-08,9092614,6491819,91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",15584524,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-09,9146228,6544578,91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",15690897,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-10,9206806,6608162,93,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",15815061,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-11,9248786,6685922,93,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",15934801,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-12,9286557,6765893,94,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16052544,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-13,9321057,6849071,95,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16170223,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-14,9361030,7043531,98,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16404659,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-15,9382210,7219150,100,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16601460,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-16,9414932,7266632,104,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16681668,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-17,9452449,7330052,107,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16782608,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-18,9487133,7384823,109,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16872065,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-19,9530400,7443596,111,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",16974107,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-20,9612161,7512775,111,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17125047,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-21,9798754,7642915,114,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17441783,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-22,9950638,7722707,119,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17673464,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-23,9985499,7768759,119,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17754377,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-24,10023278,7808120,119,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17831517,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-25,10076826,7845863,120,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17922809,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-26,10147401,7881907,121,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",18029429,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-27,10202458,8000090,125,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",18202673,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-28,10433275,8231624,131,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",18665030,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-29,10612600,8459598,138,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",19072336,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-30,10620440,8469648,138,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",19090226,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-08-31,10691467,8518425,140,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",19210032,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-01,10765769,8589604,141,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",19355514,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-02,10891483,8648263,142,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",19539888,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-03,11037115,8716520,144,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",19753779,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-04,11326625,8791501,146,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",20118272,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-05,11564029,8824839,151,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",20389019,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-06,11675045,8854833,153,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",20530031,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-07,11849850,8892922,154,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",20742926,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-08,12148756,8946953,155,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",21095864,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-09,12447309,8997334,159,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",21444802,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-10,12785682,9072341,164,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",21858187,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-11,13268694,9191367,170,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",22460231,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-12,13635310,9315174,174,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",22950658,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-13,13806289,9354273,175,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",23160737,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-14,14067120,9395013,179,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",23462312,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-15,14266489,9448603,182,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",23715274,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-16,14529271,9522891,187,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",24052349,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-17,14782914,9576300,188,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",24359402,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-18,15114363,9735131,198,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",24849692,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-19,15302066,9851123,204,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",25153393,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-20,15387406,9896965,214,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",25284585,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-21,15505946,9978863,223,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",25485032,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-22,15610582,10048501,223,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",25659306,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-23,15704805,10123267,227,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",25828299,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-24,15806279,10218102,228,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",26024609,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-25,15965405,10469913,233,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",26435551,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-26,16089561,10672727,238,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",26762526,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-27,16187419,10780886,240,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",26968545,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-28,16297272,10909249,244,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",27206765,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-29,16400227,11116594,259,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",27517080,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-09-30,16496041,11334187,271,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",27830499,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-01,16583788,11532556,281,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",28116625,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-02,16759523,11930290,306,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",28690119,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-03,16911482,12260769,321,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",29172572,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-04,16984826,12452050,332,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",29437208,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-05,17058853,12673401,351,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",29732605,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-06,17133540,12879017,361,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",30012918,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-07,17203476,13079109,366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",30282951,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-08,17260973,13231085,387,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",30492445,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-09,17355687,13511699,402,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",30867788,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-10,17420364,13688154,424,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",31108942,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-11,17483798,13804007,432,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",31288237,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-12,17599289,13928930,489,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",31528708,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-13,17709182,14046578,498,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",31756258,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-14,17815970,14164830,508,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",31981308,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-15,17926177,14275622,20928,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",32222727,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-16,18103649,14421248,46158,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",32571055,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-17,18260554,14541829,57069,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",32859452,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-18,18352859,14628089,83968,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",33064916,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-19,18428900,14731060,109726,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",33269686,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-20,18486408,14828658,135182,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",33450248,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-21,18543603,14921285,151969,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",33616857,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-22,18592269,15008621,167424,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",33768314,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-23,18699085,15153588,174608,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34027281,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-24,18773428,15279191,176793,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34229412,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-25,18813761,15354698,183754,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34352213,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-26,18851693,15428060,190004,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34469757,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-27,18889273,15497866,195775,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34582914,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-28,18934061,15569048,207058,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34710167,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-29,18981675,15634660,222192,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",34838527,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-30,19190313,15719148,236466,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35145927,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-10-31,19366814,15788198,245464,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35400476,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-01,19440545,15812484,249767,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35502796,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-02,19531929,15848883,256484,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35637296,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-03,19640383,15899014,266151,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35805548,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-04,19811450,15959835,275978,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",36047263,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-05,20036085,16019007,284917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",36340009,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-06,20349455,16120707,293880,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",36764042,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-07,20562182,16214846,299919,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",37076947,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-08,20683912,16288945,307426,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",37280283,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-09,20795181,16385976,318095,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",37499252,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-10,20904028,16467953,334662,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",37706643,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-11,20997841,16547455,353766,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",37899062,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-12,21083371,16615727,368009,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",38067107,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-13,21196883,16733030,379405,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",38309318,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-14,21295697,16837286,391286,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",38524269,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-15,21381136,16910103,400784,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",38692023,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-16,21487050,16981592,411599,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",38880241,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-17,21590711,17051874,421518,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",39064103,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-18,21694285,17118019,431703,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",39244007,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-19,21798246,17180558,442610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",39421414,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-20,21928244,17341445,453984,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",39723673,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-21,22037568,17507447,468088,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",40013103,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-22,22120135,17597446,484998,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",40202579,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-23,22203242,17696464,503009,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",40402715,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-24,22278294,17792035,524243,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",40594572,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-25,22351039,17926229,545756,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",40823024,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-26,22419313,18086377,606764,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",41112454,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-27,22502876,18330724,710875,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",41544475,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-28,22575645,18522072,798870,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",41896587,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-29,22632003,18640004,893751,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",42165758,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-11-30,22684071,18747318,995504,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",42426893,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-01,22737989,18845073,1096887,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",42679949,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-02,22801168,18942881,1206060,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",42950109,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-03,22865363,19038576,1310010,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",43213949,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-04,22942992,19167731,1421566,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",43532289,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-05,23006179,19275207,1496147,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",43777533,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-06,23063359,19361271,1572074,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",43996704,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-07,23120706,19453864,1646509,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",44221079,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-08,23165353,19525092,1694931,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",44385376,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-09,23231594,19630633,1767918,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",44630145,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-10,23341445,19773667,1846643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",44961755,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-11,23477192,19953895,1924639,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",45355726,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-12,23580379,20104666,1982398,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",45667443,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-13,23692132,20228809,2044340,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",45965281,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-14,23802811,20367995,2107001,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",46277807,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-15,23902708,20495538,2164366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",46562612,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-16,23976300,20599609,2215276,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",46791185,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-17,24048570,20701275,2266250,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",47016095,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-18,24113681,20804121,2317077,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",47234879,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-19,24158438,20889705,2359455,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",47407598,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-20,24210806,20968951,2482212,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",47661969,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-21,24258252,21046170,2724006,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",48028428,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-22,24298057,21116672,2937498,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",48352227,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-23,24329864,21176222,3077128,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",48583214,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-24,24341498,21198236,3120106,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",48659840,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-25,24344571,21203470,3144481,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",48692522,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-26,24360143,21243548,3270398,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",48874089,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-27,24393467,21316206,3467610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",49177283,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-28,24428205,21391765,3671117,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",49491087,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
